*MTXTDF_DET25_LINE05and dropping them into other folders.                                         78                       000000000000
*MTXTDF_DET25_LINE06To view or updatea document double click on it                                78                       000000000000
*MTXTDF_DET25_LINE07just like you would in any other folder on your system.                       78                       000000000000
*MTXTDF_DET3        See component DF_DET3 (or function DWDET3 (web)) for how it works             70                       000000000000
*MTXTDF_DET33       See component DF_DET33 (or function DWDET33 (web)) for how it works           78                       000000000000
*MTXTDF_DET33_01    Changes made to the current employee details have not been saved.             78                       000000000000
*MTXTDF_DET33_02    Do you want to save them before continuing?                                   78                       000000000000
*MTXTDF_DET4        See component DF_DET4 (or function DWDET4 (web)) for how it works             70                       000000000000
*MTXTDF_DET5        See component DF_DET5 for how it works                                        70                       000000000000
*MTXTDF_DET6        See component DF_DET6 (or function DWDET6 (web)) for how it works             70                       000000000000
*MTXTDF_DET7        See component DF_DET7 (or function DWDET7 (web)) for how it works             70                       000000000000
*MTXTDF_DET8        See component DF_DET8 (or function DWDET8 (web)) for how it works             70                       000000000000
*MTXTDF_DET9        See component DF_DET9 (or function DWDET9 (web)) for how it works             70                       000000000000
*MTXTDF_DOCS_FILENM1File name                                                                     30                       000000000000
*MTXTDF_DOCS_FILENM2File name must not exceed 65 bytes including extension.                       78                       000000000000
*MTXTDF_DOCSDOPEND  Save Pending Changes                                                          78                       000000000000
*MTXTDF_DOCSERRENV01A problem occurred when creating folder                                       78                       000000000000
*MTXTDF_DOCSERRENV02A problem occurred when clearing folder                                       78                       000000000000
*MTXTDF_DOCSFILENM3 may be too long.                                                              78                       000000000000
*MTXTDF_DOCSFOLDERNOOnly files can be saved. Please delete this folder.                           78                       000000000000
*MTXTDF_DOCSLOADED  document(s) loaded.                                                           50                       000000000000
*MTXTDF_DOCSUSERDOCSDocuments                                                                     20                       000000000000
*MTXTDF_DSPFIXFONT  Display with Fixed Font                                                       50                       000000000000
*MTXTDF_EMAIL       Specify a from and to email address, and a message                            70                       000000000000
*MTXTDF_EMP_DEL     Employee has been deleted from the database                                   78                       000000000000
*MTXTDF_EMP_DETAILS Specify employee details and choose a department/section                      70                       000000000000
*MTXTDF_EMP_DOCS    Employee Documents                                                            78                       000000000000
*MTXTDF_EMP_INS     Employee successfully added to the database                                   70                       000000000000
*MTXTDF_EMP_NOT_FOUNEmployee not found                                                            40                       000000000000
*MTXTDF_EMP_SAL     Employee Salary                                                               78                       000000000000
*MTXTDF_EMP_TRANSFEREmployee successfully transfered                                              70                       000000000000
*MTXTDF_EMP_UPD     Employee details updated successfully                                         70                       000000000000
*MTXTDF_EMPL_SHOW   Show details of selected Employee(s)                                          78                       000000000000
*MTXTDF_ENTRIESDELETSelected entries have been deleted                                            78                       000000000000
*MTXTDF_EXIT        Exit                                                                          20                       000000000000
*MTXTDF_FILT1       See component DF_FILT1 (or wam DM_T0015(web)) for how it works                78                       000000000000
*MTXTDF_FILT2       See component DF_FILT2 (or function DWFILT2 (web)) for how it works           70                       000000000000
*MTXTDF_FILT3       See component DF_FILT3 (or function DWFILT3 (web)) for how it works           70                       000000000000
*MTXTDF_FILT4       See component DF_FILT4 (or function DWFILT4 (web)) for how it works           70                       000000000000
*MTXTDF_FILT5       See component DF_FILT5 (or function DWFILT5 (web)) for how it works           70                       000000000000
*MTXTDF_FILT6       See component DF_FILT6 (or function DWFILT6 (web)) for how it works           78                       000000000000
*MTXTDF_FILT7       See component DF_FILT7 (or function DWFILT7 (web)) for how it works           78                       000000000000
*MTXTDF_FIRST_GROUP First Group                                                                   78                       000000000000
*MTXTDF_FORWARD     Forward                                                                       30                       000000000000
*MTXTDF_GEN_REPORT  Generate Report                                                               40                       000000000000
*MTXTDF_GET_CALC    Get Salary from the Standard Calculator                                       50                       000000000000
*MTXTDF_GET_NET     Get Net Salary from the Tax Calculator                                        50                       000000000000
*MTXTDF_GETALLDOCS  Download All pending                                                          60                       000000000000
*MTXTDF_GO          Go                                                                            10                       000000000000
*MTXTDF_GROSS_SALARYGross Salary                                                                  20                       000000000000
*MTXTDF_GROUP       Group                                                                         78                       000000000000
*MTXTDF_HELP_ABOUT  Help About                                                                    78                       000000000000
*MTXTDF_IBM_WEBSITE IBM Web Site                                                                  78                       000000000000
*MTXTDF_INFOCUS     The CURRENT employee is                                                       70                       000000000000
*MTXTDF_INST1       See component DF_INST1 for an example of a snap in instance list              78                       000000000000
*MTXTDF_ISERIES_CONNYou must be connected to an IBM i to use this example                         78                       000000000000
*MTXTDF_MSGTOSEND   Message to Send                                                               30                       000000000000
*MTXTDF_NEW_EMP     New Employee                                                                  78                       000000000000
*MTXTDF_NEW_MESSAGE New Message                                                                   20                       000000000000
*MTXTDF_NEW_SECTION New Section                                                                   78                       000000000000
*MTXTDF_NO_EXAMPLE  No windows example available                                                  78                       000000000000
*MTXTDF_NO_IN_FOCUS There is no CURRENT employee at this time                                     70                       000000000000
*MTXTDF_NO_SAVE     There are no changes to save.                                                 78                       000000000000
*MTXTDF_NONE_SELECTDNone Selected                                                                 20                       000000000000
*MTXTDF_NOT_A_REAL  Warning: This is not a real tax calculator                                    70                       000000000000
*MTXTDF_OPTION1     Option 1                                                                      78                       000000000000
*MTXTDF_OPTION2     Option 2                                                                      78                       000000000000
*MTXTDF_OPTION3     Option 3                                                                      78                       000000000000
*MTXTDF_OPTION4     Option 4                                                                      78                       000000000000
*MTXTDF_ORIGINALORDROriginal Order                                                                78                       000000000000
*MTXTDF_PASTE_ALL   Paste all employee detail                                                     40                       000000000000
*MTXTDF_PHONE       Phone                                                                         20                       000000000000
*MTXTDF_PICTURE     Commencement Picture                                                          30                       000000000000
*MTXTDF_PRINT       Print                                                                         10                       000000000000
*MTXTDF_PRINT_FORM  Print Form                                                                    25                       000000000000
*MTXTDF_PRINT_PANEL Print Panel                                                                   25                       000000000000
*MTXTDF_READFASTPARTRead Fast Part                                                                40                       000000000000
*MTXTDF_RECIPIENTS  Recipients                                                                    30                       000000000000
*MTXTDF_REMOVEINST  Remove instance details from the instance list                                78                       000000000000
*MTXTDF_REMOVESELECTRemove Selected                                                               78                       000000000000
*MTXTDF_REPORT_DEPT Departmental Reports                                                          78                       000000000000
*MTXTDF_REPORT_EMP  Employee Information Reports                                                  78                       000000000000
*MTXTDF_REPORT_SELECReport Content Selection Criteria                                             78                       000000000000
*MTXTDF_SALARY_PROJ Salary Projections for                                                        50                       000000000000
*MTXTDF_SAME_PICTUREFor demonstration purposes the same picture is used for all employees         78                       000000000000
*MTXTDF_SAME_VIDEO  For demonstration purposes the same video is used for all employees           78                       000000000000
*MTXTDF_SAVE        Save                                                                          20                       000000000000
*MTXTDF_SEARCH      Search                                                                        10                       000000000000
*MTXTDF_SEARCH2     Search Method                                                                 78                       000000000000
*MTXTDF_SECOND_GROUPSecond Group                                                                  78                       000000000000
*MTXTDF_SECT_CURR   Current Section                                                               20                       000000000000
*MTXTDF_SECT_INS    Section successfully added to the database                                    70                       000000000000
*MTXTDF_SECT_UPD    Section details successfuly updated                                           70                       000000000000
*MTXTDF_SECTION     Section                                                                       15                       000000000000
*MTXTDF_SECTION_SHOWShow details of selected Section(s)                                           78                       000000000000
*MTXTDF_SECTS       Sections                                                                      30                       000000000000
*MTXTDF_SEL_ALL     Select all Employees                                                          78                       000000000000
*MTXTDF_SEL_DEPT    Select a department                                                           50                       000000000000
*MTXTDF_SEL_DEPT_SECSelect a department or section                                                40                       000000000000
*MTXTDF_SEL_DEPT1   Select Department                                                             30                       000000000000
*MTXTDF_SEL_DEPT2   Select by Department Code                                                     78                       000000000000
*MTXTDF_SEL_NAME    Select by Full or Partial Last Name                                           78                       000000000000
*MTXTDF_SEL_SAL     Select where Employee Salary is greater than Selection Value                  78                       000000000000
*MTXTDF_SEL_SECT_TFRSelect a section to transfer the employee to                                  70                       000000000000
*MTXTDF_SEL_SKILL   Select Skill                                                                  30                       000000000000
*MTXTDF_SEL_SKL_DEPTSelect a skill and optionally a department                                    50                       000000000000
*MTXTDF_SEL_VAL     Selection Value                                                               78                       000000000000
*MTXTDF_SEL_ZIP     Select by Zip Code                                                            78                       000000000000
*MTXTDF_SELECT      Select                                                                        78                       000000000000
*MTXTDF_SEND        Send                                                                          10                       000000000000
*MTXTDF_SKILLS      Skills                                                                        20                       000000000000
*MTXTDF_SORTBYEMPID Sort by Employee ID                                                           78                       000000000000
*MTXTDF_SORTBYFNAME Sort by Full Name                                                             78                       000000000000
*MTXTDF_SORTBYPCODE Sort by Post Code                                                             78                       000000000000
*MTXTDF_SORTOPTIONS Sort Options                                                                  78                       000000000000
*MTXTDF_SPEC_EITHER Specify either of the following - fully or partially                          60                       000000000000
*MTXTDF_START_MONTH Choose a start month                                                          60                       000000000000
*MTXTDF_STRT_DAT    Commencement Date                                                             30                       000000000000
*MTXTDF_SURNAME     Specify a full or partial employee name.                                      78                       000000000000
*MTXTDF_TAX_CALC    Tax Calculator                                                                78                       000000000000
*MTXTDF_TO          To                                                                            78                       000000000000
*MTXTDF_TOTAL_EMPS  Total Employees that work in this Section :                                   78                       000000000000
*MTXTDF_TRANSFER    Transfer                                                                      10                       000000000000
*MTXTDF_T0001       See component DF_T0001 (or function DWT0001 (web)) for how it works           78                       000000000000
*MTXTDF_T0001_INSTR1Enter some values and press save.                                             78                       000000000000
*MTXTDF_T0001_INSTR2These values will be remembered when you next use this command handler.       78                       000000000000
*MTXTDF_T0002       See component DF_T0002 (or function DWT0002 (web)) for how it works           78                       000000000000
*MTXTDF_T0002_SEND  Enter some values, press send, and then use the receive example.              78                       000000000000
*MTXTDF_T0003       See component DF_T0003 (or function DWT0003 (web)) for how it works           78                       000000000000
*MTXTDF_T0003_RECEIVThis component receives the values send by DF_T0002                           78                       000000000000
*MTXTDF_T0004       See component DF_T0004 (or function DWT0004 (web)) for how it works           78                       000000000000
*MTXTDF_T0004_INSTR Right mouse click on a department in the instance list and delete it.         78                       000000000000
*MTXTDF_T0004_INSTR2This is how command handlers handle a department that has been deleted        78                       000000000000
*MTXTDF_T0005       See component DF_T0005 (or function DWT0005 (web)) for how it works           78                       000000000000
*MTXTDF_T0007_INSTR Any command handler can be made to be displayed as a whole page.              78                       000000000000
*MTXTDF_T0007_INSTR2In the business object properties, ensure that the command is object level    78                       000000000000
*MTXTDF_T0007_INSTR3On the command display tab, set "Object command presentation" to all of window78                       000000000000
*MTXTDF_T0007_INSTR4See properties of the "Using the whole page" business object for an example   78                       000000000000
*MTXTDF_T0022       See component DF_T0022 for how it works                                       78                       000000000000
*MTXTDF_T0023       See component DF_T0023 (or wam DM_T0016 (wam)) for how it works               78                       000000000000
*MTXTDF_T0101       See component DF_T0101 (or function DWT0101 (web)) for how it works           78                       000000000000
*MTXTDF_T0101_INSTR Edit the displayed time in the time fast part.                                78                       000000000000
*MTXTDF_T0101_INSTR2Then press the Read from Fast Part button to read the value into field #TIME. 78                       000000000000
*MTXTDF_T0201       See component DF_T0201 (or function DWT0201 (web)) for how it works           78                       000000000000
*MTXTDF_T0201_INSTR Edit the displayed date in the date fast part.                                78                       000000000000
*MTXTDF_T0201_INSTR2Then press the Read from Fast Part button to read the value into field #DATE. 78                       000000000000
*MTXTDF_T0401       See component DF_T0401 (or function DWT0401 (web)) for how it works           78                       000000000000
*MTXTDF_T0401_BUTTONRead into Field                                                               40                       000000000000
*MTXTDF_T0401_INSTR Select a new department from the combo fast part.                             78                       000000000000
*MTXTDF_T0401_INSTR2Then press the Read from Fast Part button to put the value into #DEPTMENT     78                       000000000000
*MTXTDF_T1901       See component DF_T1901 (or function DWT1901 (web)) for how it works           78                       000000000000
*MTXTDF_T1901_INSTR This combo was loaded simply by setting its uTableName property to VF_DEPTAB. 78                       000000000000
*MTXTDF_T1901_INSTR2Press the Read from Fast Part button to put values into the fields            78                       000000000000
*MTXTDF_T1902       See component DF_T1902 (or function DWT1902 (web)) for how it works           78                       000000000000
*MTXTDF_T1902_INSTR These radio buttons were loaded simply by setting the uTableName property.    78                       000000000000
*MTXTDF_T1902_INSTR2Press the Read from Fast Part button to put values into the fields.           78                       000000000000
*MTXTDF_T2301       See component DF_T2301 (or function DWT2301 (web)) for how it works           78                       000000000000
*MTXTDF_T2301_INSTR Filter DF_T2301 has switched on the framework minifilter.                     78                       000000000000
*MTXTDF_T2301_INSTR2The framework minifilter is displayed in the framework identification bar,    78                       000000000000
*MTXTDF_T2301_INSTR3below the framework toolbar.                                                  78                       000000000000
*MTXTDF_T2301_INSTR4When the user presses the search button, DF_T2301 fills the instance list.    78                       000000000000
*MTXTDF_T2302       See component DF_T2302 (or function DWT2302 (web)) for how it works           78                       000000000000
*MTXTDF_T2302_INSTR Filter DF_T2302 has switched on the framework minifilter.                     78                       000000000000
*MTXTDF_T2302_INSTR2The framework minifilter is displayed in the framework identification bar,    78                       000000000000
*MTXTDF_T2302_INSTR3below the framework toolbar.                                                  78                       000000000000
*MTXTDF_T2302_INSTR4When the user presses any search button, DF_T2302 fills the instance list.    78                       000000000000
*MTXTDF_T2303       See component DF_T2303 (or function DWT2303 (web)) for how it works           78                       000000000000
*MTXTDF_T2303_INSTR Filter DF_T2303 has switched on the framework minifilter.                     78                       000000000000
*MTXTDF_T2303_INSTR2The framework minifilter is displayed in the framework identification bar,    78                       000000000000
*MTXTDF_T2303_INSTR3below the framework toolbar.                                                  78                       000000000000
*MTXTDF_T2303_INSTR4When the user presses any search button, DF_T2303 fills the instance list.    78                       000000000000
*MTXTDF_T2901_001   Click on the LANSA Weblet button to run a VLF event handler.                  78                       000000000000
*MTXTDF_T2901_002   The LANSA Weblet button has been clicked.                                     78                       000000000000
*MTXTDF_T2902_002   Select an item from the LANSA Drop Down Weblet to run a VLF event handler.    78                       000000000000
*MTXTDF_T2903_001   Click on the LANSA Anchor Weblet text to run a VLF event handler.             78                       000000000000
*MTXTDF_T2903_002   The LANSA Anchor Weblet text has been clicked on.                             78                       000000000000
*MTXTDF_T2903_003   Click here to fire an event to the VLF                                        78                       000000000000
*MTXTDF_T3401       See component DF_T3401 for how it works                                       78                       000000000000
*MTXTDF_T3501       See component DF_T3501 for how it works                                       78                       000000000000
*MTXTDF_T3502       See component DF_T3502 for how it works                                       78                       000000000000
*MTXTDF_T3503       See component DF_T3503 for how it works                                       78                       000000000000
*MTXTDF_T3504       See component DF_T3504 for how it works                                       78                       000000000000
*MTXTDF_T3505       See component DF_T3505 for how it works                                       78                       000000000000
*MTXTDF_WEBBR       See component DF_WEBBR for how it works                                       70                       000000000000
*MTXTDF_ZIP         Zip                                                                           20                       000000000000
*MTXTUF_ABOUT       About                                                                         20                       000000000000
*MTXTUF_AC006O_001  Browser window size exceeded.                                                 78                       000000000000
*MTXTUF_AC006O_002  Use F11 for full screen mode.                                                 78                       000000000000
*MTXTUF_AC029O_01   Change Password valid only on IBMi servers                                    78                       000000000000
*MTXTUF_ADMIN       Administration                                                                78                       000000000000
*MTXTUF_AMBER       Amber                                                                         78                       000000000000
*MTXTUF_APPLICATIONSApplications                                                                  78                       000000000000
*MTXTUF_ARRANGE_CASCArrange in Cascade                                                            78                       000000000000
*MTXTUF_ARRANGE_GCOLUse Attachment Columns                                                        78                       000000000000
*MTXTUF_ARRANGE_GROWUse Attachment Rows                                                           78                       000000000000
*MTXTUF_ARRANGE_HORZArrange Horizontally                                                          78                       000000000000
*MTXTUF_ARRANGE_TILEArrange in Tiles                                                              78                       000000000000
*MTXTUF_ARRANGE_VERTArrange Vertically                                                            78                       000000000000
*MTXTUF_ASCEND_ORDERSort Ascending                                                                78                       000000000000
*MTXTUF_ASSIST      Assistance                                                                    78                       000000000000
*MTXTUF_ASSISTANCE  Click or touch for assistance.                                                78                       000000000000
*MTXTUF_AUTHUPDATED authorizations updated.                                                       78                       000000000000
*MTXTUF_AUTO_TILE   Automatic Tiling                                                              78                       000000000000
*MTXTUF_BADIBMRET1  Unknown return from Web IIP.                                                  78                       000000000000
*MTXTUF_BADIBMRET2  Verfify CHECK_IBMI_SIGNON code.                                               78                       000000000000
*MTXTUF_BLUE        Blue                                                                          78                       000000000000
*MTXTUF_BLUEGRAY    Blue Gray                                                                     78                       000000000000
*MTXTUF_BO_NAVIGATORBusiness Object Navigator                                                     78                       000000000000
*MTXTUF_BOTTOM      Bottom                                                                        20                       000000000000
*MTXTUF_BROWN       Brown                                                                         78                       000000000000
*MTXTUF_BUSY        Busy                                                                          20                       000000000000
*MTXTUF_CANCEL      &Cancel                                                                       10                       000000000000
*MTXTUF_CANCEL_TIMEOCancelled by timeout                                                          78                       000000000000
*MTXTUF_CANCELLED   Cancelled by user request                                                     78                       000000000000
*MTXTUF_CANCEL1     Cancel                                                                        10                       000000000000
*MTXTUF_CAPSLOCK    Is caps lock on ?                                                             78                       000000000000
*MTXTUF_CASEPASSWORDUpper and Lower Case Password                                                 78                       000000000000
*MTXTUF_CHANGETHEME Change the current theme                                                      78                       000000000000
*MTXTUF_CHECK_LOCK  Check Lock                                                                    78                       000000000000
*MTXTUF_CHG_ORDER   Change Order                                                                  78                       000000000000
*MTXTUF_CHGIBMIPSW  Change IBM i Password                                                         78                       000000000000
*MTXTUF_CHGPSWIGN1  Request to change password ignored.                                           78                       000000000000
*MTXTUF_CHGPSWIGN2  Check your Change Password IIP function.                                      78                       000000000000
*MTXTUF_CHGTHEME    Themes ...                                                                    78                       000000000000
*MTXTUF_CHKPSWCAPTIOPassword expiry check                                                         78                       000000000000
*MTXTUF_CHKPSWERROR Error checking password expiry:                                               78                       000000000000
*MTXTUF_CH011O_01   Invalid request.                                                              78                       000000000000
*MTXTUF_CH014O_01   Properties were saved.                                                        78                       000000000000
*MTXTUF_CLEAR_LIST  Clear List                                                                    20                       000000000000
*MTXTUF_CLEAR_TRACE Clear Trace                                                                   50                       000000000000
*MTXTUF_CLEARMESSAGEClear                                                                         78                       000000000000
*MTXTUF_CLICKTOSTARTClick here to get started                                                     78                       000000000000
*MTXTUF_CLOSE       Close                                                                         78                       000000000000
*MTXTUF_CLR_SEL     Clear Selection                                                               78                       000000000000
*MTXTUF_CONFAIL     Attempt to connect to the server failed                                       78                       000000000000
*MTXTUF_CONFDELUSER Click OK to delete profile                                                    78                       000000000000
*MTXTUF_CONFIRMNEWPWConfirm New Password                                                          78                       000000000000
*MTXTUF_CONNECTFAIL The server is not available, has failed, or has an expired licence.           78                       000000000000
*MTXTUF_CONNECTION  &Connection                                                                   20                       000000000000
*MTXTUF_CONTACTSERVEContacting server - please wait.                                              78                       000000000000
*MTXTUF_CONVERT_CSV Convert to CSV                                                                78                       000000000000
*MTXTUF_CORNERS     Corners                                                                       78                       000000000000
*MTXTUF_CREATEMORE  Create Another                                                                78                       000000000000
*MTXTUF_CYAN        Cyan                                                                          78                       000000000000
*MTXTUF_DARKBLUE    Pure Blue                                                                     78                       000000000000
*MTXTUF_DARKGRAY    Pure Dark                                                                     78                       000000000000
*MTXTUF_DATE        &Date                                                                         20                       000000000000
*MTXTUF_DATE1       Date                                                                          20                       000000000000
*MTXTUF_DEEPORANGE  Deep Orange                                                                   78                       000000000000
*MTXTUF_DEEPPURPLE  Deep Purple                                                                   78                       000000000000
*MTXTUF_DELETE      Delete                                                                        30                       000000000000
*MTXTUF_DELETE_FAV  Delete Favorite                                                               78                       000000000000
*MTXTUF_DELETE_USER Delete User                                                                   78                       000000000000
*MTXTUF_DESCEND_ORDESort Descending                                                               78                       000000000000
*MTXTUF_DETAILS     Details                                                                       78                       000000000000
*MTXTUF_DIS_USERNAMEUser name is disabled                                                         78                       000000000000
*MTXTUF_DISABLPOPUPSDisable Pop Ups                                                               78                       000000000000
*MTXTUF_DOT_SERVERS Servers...                                                                    78                       000000000000
*MTXTUF_DOT_TABLES  Maintain Code Tables...                                                       78                       000000000000
*MTXTUF_DOT_USER    Users...                                                                      78                       000000000000
*MTXTUF_EDITSTATUS  Alter Development Status ...                                                  78                       000000000000
*MTXTUF_EMAIL       Email Address                                                                 78                       000000000000
*MTXTUF_ENABLEPOPUPSEnable Pop Ups                                                                78                       000000000000
*MTXTUF_ENCRERROR   Local Encryption error                                                        78                       000000000000
*MTXTUF_ERRORNOTE1  It is recommended that you read the log backwards.                            78                       000000000000
*MTXTUF_ERRORNOTE2  You can use File Save As to save this page if you want to keep it.            78                       000000000000
*MTXTUF_EXPAND      Expand                                                                        78                       000000000000
*MTXTUF_FAILED      Failed                                                                        78                       000000000000
*MTXTUF_FAILEDTOLOADfailed to load. The framework will now close.                                 78                       000000000000
*MTXTUF_FIELDCHOOSERChoose Fields / Columns                                                       78                       000000000000
*MTXTUF_FILT_BOTTOM Filter on Bottom                                                              78                       000000000000
*MTXTUF_FILT_LEFT   Filter on Left                                                                78                       000000000000
*MTXTUF_FILT_RIGHT  Filter on Right                                                               78                       000000000000
*MTXTUF_FILT_TOP    Filter on Top                                                                 78                       000000000000
*MTXTUF_FILTERTRACE Filter by                                                                     78                       000000000000
*MTXTUF_FIRST       First                                                                         78                       000000000000
*MTXTUF_FLOAT       Float                                                                         20                       000000000000
*MTXTUF_FULLHEIGHT  Use Full Height                                                               78                       000000000000
*MTXTUF_FULLWIDTH   Use Full Width                                                                78                       000000000000
*MTXTUF_GOBACK      Go back to previous screen                                                    78                       000000000000
*MTXTUF_GOFORWARD   Go forward to previous screen                                                 78                       000000000000
*MTXTUF_GRAY        Gray                                                                          78                       000000000000
*MTXTUF_GREEN       Green                                                                         78                       000000000000
*MTXTUF_HIDE        Hide                                                                          78                       000000000000
*MTXTUF_HOSTPORT    Port                                                                          78                       000000000000
*MTXTUF_HTTPS       Use HTTPS                                                                     78                       000000000000
*MTXTUF_IBMIPORT    IBMi Port                                                                     78                       000000000000
*MTXTUF_IBMIPSWERR  Error changing IBM i password:                                                78                       000000000000
*MTXTUF_IBMIPSWEXMSGPassword has expired by days:                                                 78                       000000000000
*MTXTUF_IBMISRVPSW  IBM i Host Server Mapper                                                      78                       000000000000
*MTXTUF_IBMPSWMSG   Days until password expires:                                                  78                       000000000000
*MTXTUF_ICON_VIEW   List View                                                                     20                       000000000000
*MTXTUF_IDENT_HINT  Use the Identifier (the short name)                                           78                       000000000000
*MTXTUF_INACTIVITY  Inactivity Timeout Settings (minutes)                                         78                       000000000000
*MTXTUF_INDIGO      Indigo                                                                        78                       000000000000
*MTXTUF_INVALID_USERUser profile or password details are invalid                                  70                       000000000000
*MTXTUF_IPADDRESS   IP address                                                                    78                       000000000000
*MTXTUF_JOBDETCAPNOKLog could not be retrieved.                                                   78                       000000000000
*MTXTUF_JOBDETCAPOK Log Details                                                                   78                       000000000000
*MTXTUF_LANGUAGE    Language                                                                      20                       000000000000
*MTXTUF_LARGE_ICONS Large Icons                                                                   20                       000000000000
*MTXTUF_LAST        Last                                                                          78                       000000000000
*MTXTUF_LEFT        Left                                                                          20                       000000000000
*MTXTUF_LIGHTBLUE   Light Blue                                                                    78                       000000000000
*MTXTUF_LIGHTGREEN  Light Green                                                                   78                       000000000000
*MTXTUF_LIME        Lime                                                                          78                       000000000000
*MTXTUF_LIMIT       Limit                                                                         78                       000000000000
*MTXTUF_LIST        List                                                                          20                       000000000000
*MTXTUF_LIST_OF     List of                                                                       78                       000000000000
*MTXTUF_LISTVIEW    Change the navigation pane to a display as list(s)                            78                       000000000000
*MTXTUF_LOADING     Loading                                                                       78                       000000000000
*MTXTUF_LOADPATH    Load Path                                                                     78                       000000000000
*MTXTUF_LOCAL       Local                                                                         10                       000000000000
*MTXTUF_LOGGEDON    Successfully logged on as &1                                                  78                       000000000000
*MTXTUF_LOGONFAILED Sign in failed. User is not authorized to framework or has been disabled.     78                       000000000000
*MTXTUF_LOGONTIMEOUTSign in wait period timed out. Restart the application.                       78                       000000000000
*MTXTUF_LOGON1      Log On                                                                        20                       000000000000
*MTXTUF_LOGON2      Sign In                                                                       20                       000000000000
*MTXTUF_LONGPSW     Password is too long                                                          78                       000000000000
*MTXTUF_LXP         Export List                                                                   78                       000000000000
*MTXTUF_LXP_CSV     CSV                                                                           78                       000000000000
*MTXTUF_LXP_GENTEMPLGenerate an Initial Template                                                  78                       000000000000
*MTXTUF_LXP_HTML    HTML                                                                          78                       000000000000
*MTXTUF_LXP_LANDSCP Landscape                                                                     78                       000000000000
*MTXTUF_LXP_MYTEMPL My Templates                                                                  78                       000000000000
*MTXTUF_LXP_NOTEMPL Don't use any template                                                        78                       000000000000
*MTXTUF_LXP_OUTPUT  Output Format                                                                 78                       000000000000
